fps_value,travel_time_equity_index,deviation_low,deviation_middle,deviation_high,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public,avg_travel_time_low,avg_travel_time_middle,avg_travel_time_high,overall_avg_travel_time
3500.0,13.818207134150395,5.165001935733642,5.6706533181034295,2.9825518803133235,26.1%,73.7%,8.9%,56.1%,71.3%,50.6%,26.7%,12.1%,41.2%,11.4%,75.7%,49.8%,28.257142857142856,17.421487603305785,20.10958904109589,23.092140921409214
4500.0,6.795938127789846,1.432482978288185,1.042475171886938,4.320979977614723,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%,25.218579234972676,24.82857142857143,19.46511627906977,23.78609625668449
5500.0,2.168058328564335,0.05400653876997197,1.0868700265251974,1.0271817632691658,68.6%,77.4%,66.8%,58.5%,9.9%,23.0%,7.3%,52.4%,76.6%,14.0%,19.9%,24.1%,21.686046511627907,22.826923076923077,20.712871287128714,21.74005305039788
6500.0,7.802597216202798,2.816538781547564,2.175394151068698,2.8106642835865365,48.2%,70.3%,6.0%,60.7%,51.6%,57.5%,59.7%,27.9%,62.5%,26.8%,50.2%,55.4%,24.982758620689655,19.990825688073393,19.355555555555554,22.16621983914209
7000.0,9.15201376703223,2.347619864692618,1.301143311323063,5.503250591016549,58.5%,79.7%,19.5%,26.9%,75.1%,49.1%,47.9%,58.7%,61.3%,38.0%,31.9%,50.6%,26.211981566820278,22.563218390804597,18.36111111111111,23.86436170212766
7500.0,6.262442445204275,1.5173213311511198,1.0073815073815098,3.7377396066716457,60.3%,79.4%,4.4%,55.0%,71.9%,37.2%,73.8%,75.9%,47.3%,59.7%,46.9%,9.3%,21.1968085106383,20.68686868686869,15.941747572815533,19.67948717948718
8000.0,5.502684811151383,2.3635692472901795,1.4948926033591725,1.6442229605020309,29.4%,76.0%,32.2%,74.6%,77.4%,49.7%,47.0%,9.8%,2.1%,10.4%,1.4%,73.0%,22.350649350649352,18.4921875,18.34285714285714,19.987080103359173
8500.0,6.994847175959357,1.2875045186167,1.8988640892785966,3.8084785680640607,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%,24.023255813953487,24.634615384615383,18.927272727272726,22.735751295336787
9000.0,8.192897101247432,3.202188067207299,2.2364530018685507,2.7542560321715825,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%,26.96894409937888,21.53030303030303,21.0125,23.766756032171582
9500.0,7.034200895989635,0.4719328547525201,3.7886597938144355,2.773608247422679,68.6%,77.4%,66.8%,58.5%,9.9%,23.0%,7.3%,52.4%,76.6%,14.0%,19.9%,24.1%,22.48167539267016,26.742268041237114,20.18,22.95360824742268
10000.0,9.020810878314542,1.8266992409039347,2.4603587063974004,4.733752931013207,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%,23.191082802547772,23.824742268041238,16.63063063063063,21.364383561643837
15000.0,10.591980413389958,4.2101641186148235,0.18845171431378205,6.193364580461353,72.3%,44.4%,1.0%,47.4%,19.3%,40.4%,68.7%,26.4%,73.4%,44.7%,34.5%,76.4%,26.683098591549296,22.28448275862069,16.27956989247312,22.472934472934472
